Text,Language
اردو زبان کو برطانوی دور میں انگریزوں نے ترقی دی تاکہ فارسی کی اہمیت کو ختم کیا جا سکے,Urdu
ಇವುಗಳ ಬೆಲೆ 299 ರೂಪಾಯಿಯಿಂದ ಆರಂಭವಾಗಲಿದೆ,Kannada
हिमालयस्य सानुप्रदेशे नेपाल-भूतानराज्यानि सन्ति,Sanskrit
" ਇਸ ਆਦਿ-ਸਥਿਤੀ ਵਿੱਚ /ਕ,ਚ,ਟ,ਤ,ਪ/ ਵਿੱਚ ਰੂਪਾਂਤਰਿਤ ਹੋ ਕੇ, ਨਾਲ਼ ਦੀ ਨਾਲ਼ ਸ੍ਵਰ ੳੱਤੇ ਨੀਵੀਂ ਸੁਰ ਨੂੰ ਪ੍ਰਗਟ ਕਰਦੀਆਂ ਹਨ",Punjabi
" ଏହା ପୂର୍ବରୁ ତାମିଲ, ସଂସ୍କୃତ, ତେଲୁଗୁ, କନ୍ନଡ ଓ ମାଲାୟାଲମକୁ ଶାସ୍ତ୍ରୀୟ ଭାଷା ମାନ୍ୟତା ମିଳିସାରିଛି",Odia
" ਇਹ ਭਾਰਤੀ ਅਤੇ ਪਾਕਿਸਤਾਨੀ ਪੰਜਾਬ ਸੂਬੇ ਦੀ ਸਰਕਾਰੀ ਬੋਲੀ ਹੈ ਅਤੇ ਨੇੜਲੇ ਸੂਬਿਆਂ ਜਿਵੇਂ ਕਿ ਹਰਿਆਣਾ, ਹਿਮਾਚਲ ਪ੍ਰਦੇਸ਼ ਅਤੇ ਦਿੱਲੀ ਆਦਿ ਵਿੱਚ ਵੀ ਬੋਲੀ ਜਾਂਦੀ ਹੈ",Punjabi
କେନ୍ଦ୍ର କ୍ୟାବିନେଟ୍ ଫେବୃଆରୀ ୨୦ ତାରିଖରେ ଓଡ଼ିଆ ଭାଷାକୁ ଶାସ୍ତ୍ରୀୟ ମାନ୍ୟତା ପ୍ରଦାନପାଇଁ ଚୂଡ଼ାନ୍ତ ନିଷ୍ପତ୍ତି ନେଲେ,Odia
૧૮૬૨ સુધી અમેરિકાના સમવાયતંત્રની સરકારે બૅંકનોટો ફરતી કરી ન હતી; પરંતુ ૧૭૮૯માં અમેરિકાનું બંધારણ અધિકૃત રીતે સ્વીકૃત થતાં ત્યાંની કૉંગ્રેસે પોતાની સર્વપ્રથમ મધ્યસ્થ બૅંકને ચલણી નોટો બહાર પાડવાની સત્તા આપી; પરંતુ આ સત્તા આગળ ચાલુ ન રખાતાં ૧૮૧૧માં આ બૅંકે પોતાનું એ કાર્ય સમેટી લીધું,Gujarati
" ਇਸ ਤੋਂ ਬਿਨਾਂ ਸ਼ਬਦ ਪੰਜਾਬੀ ਨੂੰ ਪੰਜਾਬ ਨਾਲ਼ ਸਬੰਧਿਤ ਕਿਸੇ ਵੀ ਚੀਜ਼ ਲਈ ਵਰਤਿਆ ਜਾਂਦਾ ਹੈ, ਜਿਵੇਂ ਕਿ ਪੰਜਾਬੀ ਬੋਲਣ ਵਾਲਿਆਂ ਅਤੇ ਪੰਜਾਬ ਖਿੱਤੇ ਦੇ ਰਹਿਣ ਵਾਲ਼ਿਆਂ ਨੂੰ ਪੰਜਾਬੀ ਹੀ ਕਿਹਾ ਜਾਂਦਾ ਹੈ",Punjabi
" ನಮ್ಮ ಸಮರ್ಪಿತವಾದ ಉಪಕ್ರಮಗಳು ನಮ್ಮ ಮಾರುಕಟ್ಟೆ ಪ್ಲಾಟ್ ಫಾರ್ಮ್ ನಲ್ಲಿ ಉತ್ತಮ ಗುಣಮಟ್ಟದ ಸ್ಟೇಪಲ್ಸ್, ಬೇಳೆಕಾಳು ಮತ್ತು ಮಸಾಲೆಗಳ ಮಾರಾಟಕ್ಕೆ ಮಾರುಕಟ್ಟೆಯನ್ನು ಒದಗಿಸುತ್ತದೆ ಮತ್ತು ಇದರ ಮೂಲಕ ದೇಶಾದ್ಯಂತ ಇರುವ ರೈತ ಸಮುದಾಯಗಳಿಗೆ ಹೆಚ್ಚಿನ ಮಾರುಕಟ್ಟೆಯ ಅವಕಾಶಗಳನ್ನು ಕಲ್ಪಿಸಲಾಗುತ್ತದೆ",Kannada
یَتھ خٲطرٕ سوٗز حۆکوٗمتَن تٔمِس نَو لَٹہِ جیل,Kashmiri
یم حضرت علی کرم اللہ تعالی وجہ شریفس گوڈنیک خلیفہ مانان چھے,Kashmiri
" ദ്രാവിഡമെന്ന മൂലഭാഷയിൽ നിന്നുണ്ടായതാണ് മലയാളം, തമിഴ്, കന്നഡ, തെലുങ്ക് എന്നീ പ്രധാന ഭാഷകളും തുളു പോലുള്ള അപ്രധാന ഭാഷകളും എന്ന് എല്ലാ ഭാഷാ ശാസ്ത്രജ്ഞരും ഒരുപോലെ അവകാശപ്പെടുന്നു",Malayalam
એસ,Gujarati
অসমীয়া লিপি অসমীয়া ভাষা লিখিবলৈ ব্যৱহাৰ কৰা হয়,Assamese
" আধুনিক বাংলা (১৮০০ খ্রিষ্টাব্দ থেকে-বর্তমান) — এই সময় ক্রিয়া ও সর্বনামের সংক্ষেপণ ঘটে, যেমন তাহার তার; করিয়াছিল করেছিল",Bengali
यो परम्परा कयौं सताब्दी वर्ष पुरानो छ,Nepali
अपभ्रंश के सम्बन्ध में देशी शब्द की भी बहुधा चर्चा की जाती है,Hindi
તે વચનચિઠ્ઠી (પ્રૉમિસરી નોટ) તરીકે પણ ઓળખાય છે,Gujarati
ਇਸ ਤਰ੍ਹਾਂ ਇਸ ਸ਼ਬਦ ਦੀ IPA ਵਿੱਚ ਬਣਾਵਟ  ਹੋਵੇਗੀ,Punjabi
म्हणजेच भारताच्या लोकसंख्येतले ०,Konkani
,Odia
" ఒడిశా, కర్ణాటక, తమిళనాడు, కేరళ, పంజాబ్, ఛత్తీస్‌గఢ్, మహారాష్ట్ర, అండమాన్ మరియు నికోబార్ దీవులలో గుర్తింపబడిన అల్పసంఖ్యాక భాష",Telugu
یم چھِ کٲشرؠ زَبان بولان,Kashmiri
കിഴക്കൻ അതിർത്തിയിലെ സഹ്യമലനിരകൾ കടന്നുള്ള ദുഷ്കരമായുള്ള യാത്രകളും കാലാവസ്ഥയിലെ വ്യതിയാനങ്ങളും തമിഴ് ദേശക്കാരെയും മലയാളം ദേശക്കാരെയും സാംസ്കാരികമായും ഭാഷാപരമായും പരസ്പരം അകറ്റുന്നതിൽ ഭാഗമായി,Malayalam
" ಲಂಡನ್ ಮೂಲದ ಅರ್ಬಾನಿಕ್ ನಲ್ಲಿ ಪಾಲುದಾರರಾಗಿರುವ ಜೇಮ್ಸ್ ವೆಲ್ವುಡ್ ಅವರು ಮಾತನಾಡಿ,''ಅರ್ಬಾನಿಕ್ ಕೈಗೆಟುಕುವ ಶ್ರೇಣಿಯಲ್ಲಿನ ಬೆಲೆಯಲ್ಲಿ ಫ್ಯಾಷನ್ ಮತ್ತು ಟ್ರೆಂಡಿ ಬಟ್ಟೆಗಳನ್ನು ಎಲ್ಲಾ ವ್ಯಕ್ತಿಗಳಿಗೂ ಸಮಾನವಾಗಿ ಒದಗಿಸುತ್ತದೆ ಎಂಬುದನ್ನು ಖಚಿತಪಡಿಸಲು ನಾವು ಬಯಸುತ್ತೇವೆ'' ಎಂದು ಹೇಳಿದರು",Kannada
આજની જેમ એ સમયે પણ ગુજરાતીમાં ૩ જાતિઓ હતી અને ૧૩મી સદીની આસપાસ તેનું પ્રમાણિત સ્વરૂપ વિકસિત થવા લાગ્યું,Gujarati
ଏହା ଭାରତ ଦେଶର ଓଡ଼ିଶା ପ୍ରଦେଶରେ ସର୍ବାଧିକ ବ୍ୟବ‌ହାର କରାଯାଉଥିବା ମୁଖ୍ୟ ସ୍ଥାନୀୟ ଭାଷା ଯାହା 91.85 % ଲୋକ ବ୍ୟବ‌ହର କରନ୍ତି,Odia
മലയാളം ഭാഷാചരിത്രത്തിൽ നിർണ്ണായകമായ സ്വാധീനം ചെലുത്തിയ സാമൂഹ്യസംഭവങ്ങളിൽ പ്രധാനവും പ്രകടവുമായ ഒരു ഘടകം നമ്പൂരിമാർക്ക് സമൂഹത്തിൽ ലഭിച്ച മേൽക്കൈയ്യും അതുമൂലം സംസ്കൃതഭാഷാപ്രയോഗത്തിനു് പ്രാദേശികമായി ഉണ്ടായ പ്രചാരവുമാണ്,Malayalam
ایک نظریہ یہ بھی مشہور ہے کہ اردو مغل بادشاہ اکبر کے لشکر میں وجود آئی لیکن بہت سے ماہرین لسانیات اس کی نفی کرتے ہیں,Urdu
" ஒன்பதாம் நூற்றாண்டின் இறுதிப் பகுதியில் ஆதித்த சோழனால் தோற்கடிக்கப்பட்டதுடன், பல்லவராட்சி, தமிழ்நாட்டில் முடிவுக்கு வந்தது",Tamil
অৰুণাচল প্ৰদেশৰ কোনো কোনো ঠাইত আৰু উত্তৰ-পূৰ্বাঞ্চলৰ আন আন ৰাজ্যতো অসমীয়াভাষী লোক আছে,Assamese
"ರಾಷ್ಟ್ರೀಯ ತೋಟಗಾರಿಕೆ ಮಿಷನ್ ಯೋಜನೆಯಲ್ಲಿ ಬಾಳೆ, ತರಕಾರಿ, ಹೂವಿನ ಬೆಳೆಗಳ ಪ್ರದೇಶ ವಿಸ್ತರಣೆ, ಹಣ್ಣು ಮಾಗಿಸುವ ಘಟಕ, ಜೇನು ಕೃಷಿ, ಹಸಿರುಮನೆ ಘಟಕ, 20 ಎಚ್",Kannada
କମ୍ପ୍ୟୁଟରରେ ଓଡ଼ିଆ ଭାଷା ଟାଇପ କରିବାପାଇଁ ଯଥେଷ୍ଟ ସଂଖ୍ୟାରେ ବିଭିନ୍ନ ଆପ୍ଲିକେସନ ଉପଲବ୍ଧ,Odia
ನಮ್ಮ ಯುವ ಫ್ಯಾಷನ್ ಪೋರ್ಟ್ ಫೋಲಿಯೋವನ್ನು ಬೆಳೆಸಲು ನಾವು ಉದ್ಯಮದಲ್ಲಿ ಅತ್ಯುತ್ತಮವಾದವರೊಂದಿಗೆ ಸಹಕರಿಸುತ್ತೇವೆ ಮತ್ತು ಅರ್ಬಾನಿಕ್ ಜೊತೆಗಿನ ಈ ಪಾಲುದಾರಿಕೆಯು ಈ ದೃಷ್ಟಿಗೆ ಅನುಗುಣವಾಗಿದೆ'' ಎಂದು ಅವರು ಹೇಳಿದರು,Kannada
त्या उप्रांत गोंयच्या क्रीस्तांवांच्या कोंकणिंत पुर्तुगेझ भासेचो प्रोभव पोदुंक लागलो,Konkani
2 ಮತ್ತು 3 ನೇ ಶ್ರೇಣಿಯ ನಗರಗಳಲ್ಲಿ ಬೆಳೆಯುತ್ತಿರುವ ನೋಂದಾಯಿತ ಗ್ರಾಹಕರ ಸಂಖ್ಯೆಯು 350 ಮಿಲಿಯನ್ ತಲುಪಿದೆ,Kannada
അദ്ദേഹം മലയാളം തമിഴിന്റെ ശാഖയാണ് എന്നാണ് അഭിപ്രായപ്പെട്ടത്,Malayalam
" മലയാളത്തിലും കന്നടയിലും തെലുഗുവിലും ഉള്ള ആ, ഈ എന്ന സ്വരദീർഘമുള്ള ചുട്ടെഴുത്തു് തമിഴിൽ ഇല്ല",Malayalam
" जस्तै सम्हार, सिम्ह (संहार, सिंह) आदि",Nepali
" कत्रे च्या १९६६ लेखांत, इतिहासिक आनि चोव कोंकणी बोलिवोइर वापोरुन दखोइला कि कोंकणी चे आनी ल्मोरथिचे formation वेग्ळें आसा",Konkani
" গুপ্ত সাম্রাজ্যের সময়, বাংলা ছিল হিন্দু যাজক বা পুরোহিতদের জন্য সংস্কৃত সাহিত্যের একটি কেন্দ্র, যা স্থানীয়দের কথ্য ভাষাকে প্রভাবিত করে",Bengali
இதன் தலைநகரமாக சென்னை உள்ளது,Tamil
সংস্কৃতৰ দৰে অসমীয়া ভাষাত ধাতুৰ কোনো গণৰ শ্ৰেণী-বিভাজন নাই,Assamese
وہ تمام اُردو بولنے والے کہلائیں گے,Urdu
یِمَن مُسَلمانَن مَنٛز چھِ شیعہ تہ سنی مُسَلمان شٲمِل,Kashmiri
भारतको जनसङ्ख्या १२० करोड भन्दा बढि छ जुन चीन पछिको विश्वको दोस्रो सबैभन्दा धेरै हो,Nepali
ہندی کے کئی الفاظ تو خود ہندی بولنے والوں کی سمجھ میں بھی نہیں آتے,Urdu
ಪಶುಪಾಲನಾ ಮತ್ತು ಪಶು ವೈದ್ಯಕೀಯ ಸೇವಾ ಇಲಾಖೆಯ ವತಿಯಿಂದ ಕುರಿ ಮತ್ತು ಮೇಕೆ ಸಾಕಾಣಿಕೆ ತರಬೇತಿಗೆ ರೈತರಿಂದ ಅರ್ಜಿ ಆಹ್ವಾನಿಸಲಾಗಿದೆ,Kannada
ইয়াক ঘাইকৈ উত্তৰ-পূব ভাৰতৰ অসমত ব্যৱহাৰ কৰা হয়,Assamese
आधारित भाषिका,Nepali
മറ്റെല്ലാ ഭാഷയിലും എന്നതുപോലെ തമിഴിലും ദേശഭേദങ്ങളുണ്ടായിരുന്നു,Malayalam
